标题,详情页,发布时间,up博主,图片,观看次数
“我爱你，无关其它。”‖二十五二十一‖金泰梨×南柱赫,https://www.bilibili.com/video/BV1xq4y1i72z?from=search&seid=127733203500201330,2022-03-13,Suzyuuuuuu,https://i0.hdslb.com/bfs/archive/c9bd85fb10f6bdf00cf97b7683b7e744b20773a6.jpg@400w_250h_1c.webp,5844
【易烊千玺x金泰梨】姐狗万岁！谁说奋斗修勾不能有甜甜的恋爱！,https://www.bilibili.com/video/BV1yr4y1b75Q?from=search&seid=127733203500201330,2022-05-02,迟早与趁早,https://i2.hdslb.com/bfs/archive/d59a8d306b59998a25211da40a6f7676759e3e04.jpg@400w_250h_1c.webp,2569
【第58届百想艺术大赏】TV部门最优秀演技赏 金泰梨 获奖感言,https://www.bilibili.com/video/BV1N3411N7Yh?from=search&seid=127733203500201330,2022-05-09,幻想乐园综艺字幕组,https://i2.hdslb.com/bfs/archive/98005c997f2e7a9102fa0ea65204e28a75451b50.jpg@400w_250h_1c.webp,5253
她一下子撞进了我的…心巴！恭喜金泰梨美美包揽百想人气奖和视后！！,https://www.bilibili.com/video/BV1QB4y117vf?from=search&seid=127733203500201330,2022-05-06,午前10時10分,https://i2.hdslb.com/bfs/archive/c89af57d6ca716d1571156d6124cc00be68e74e4.jpg@400w_250h_1c.webp,1302
"在情敌面前宣誓主权的学妹，在学姐面前秒变怂,情敌都主动出击了，学妹你要小心了！ #金泰梨",https://www.bilibili.com/video/BV1e341177Ua?from=search&seid=127733203500201330,2022-02-14,i克斯弗,https://i2.hdslb.com/bfs/archive/1cae352c1d459d8ea39525af4719122a2fc23d0f.jpg@400w_250h_1c.webp,5.1万
完整版中文高清【金泰梨vlog】正片｜这里是那里吗？｜Part1,https://www.bilibili.com/video/BV1H3411A7zj?from=search&seid=127733203500201330,2022-05-12,给我一个肉丸子,https://i2.hdslb.com/bfs/archive/f487cd38749e869eb8b76a3af8fdaad1a52ab2f5.jpg@400w_250h_1c.webp,5.9万
【橘里橘气】女主女二恋爱模式上线，今晚磕疯了！‖金泰梨x苞娜cut16,https://www.bilibili.com/video/BV1y34y187mr?from=search&seid=127733203500201330,2022-03-13,不胜酒力贪杯者,https://i1.hdslb.com/bfs/archive/051bea6ce83e34aaff6c017832b8327a86cd3358.jpg@400w_250h_1c.webp,7833
这个笑我想剪很久了！！ | 二十五二十一 金泰梨 有被帅到！,https://www.bilibili.com/video/BV1pY4y1Y7kJ?from=search&seid=127733203500201330,2022-04-21,阿西你帮我取个名吧,https://i0.hdslb.com/bfs/archive/177d3eed7090804c6967a5ee8b3a77564fa00318.jpg@400w_250h_1c.webp,4092
【二十五 二十一|真相是真】“我们今后，背着所有人偷偷幸福吧”   【罗希度×白易辰】【金泰梨×南柱赫】,https://www.bilibili.com/video/BV1mi4y1D7ag?from=search&seid=127733203500201330,2022-04-11,温风酒中仙,https://i0.hdslb.com/bfs/archive/83b0d185a512319bbfdb66185c222a7e31a07525.jpg@400w_250h_1c.webp,3259
【金泰梨 | 梨花殿中字】211119 ELLE KOREA Q&A问答视频,https://www.bilibili.com/video/BV1kM4y1A7wD?from=search&seid=127733203500201330,2021-11-20,梨花殿-金泰梨园,https://i1.hdslb.com/bfs/archive/da4c7e759981a7099bbf7fbc2304e7e29ebc9fce.jpg@400w_250h_1c.webp,1.5万
【阳光先生】181009 李炳宪&金泰梨给柳演锡FM的祝贺视频,https://www.bilibili.com/video/BV14A4y1f7sv?from=search&seid=127733203500201330,2022-05-16,世风不靖JiNg,https://i0.hdslb.com/bfs/archive/2ecba0143f68b24bc6439ba3f54a7b4c0defc6f3.jpg@400w_250h_1c.webp,848
二十五二十一 集体sot  备受瞩目的柱子。    南柱赫|金泰梨|苞娜|崔显旭|李周明,https://www.bilibili.com/video/BV1Yr4y1n7Zy?from=search&seid=127733203500201330,2022-04-10,HXN古月,https://i0.hdslb.com/bfs/archive/7b9d9cf0bdb39fb758b7f2d2e8ce90b87febd97d.jpg@400w_250h_1c.webp,4230
搞笑女谈个恋爱都那么好笑，男主已经笑到不行了 #南柱赫 #金泰梨,https://www.bilibili.com/video/BV1Yu411D7BH?from=search&seid=5499298622459163473,2022-02-28,艾弗布能,https://i0.hdslb.com/bfs/archive/e931af5790ae359bca7eb6e173e4392795cd8558.jpg@400w_250h_1c.webp,1.8万
【金泰梨】58届百想走红毯部分｜中文高清｜二十五二十一,https://www.bilibili.com/video/BV1x44y1u7hD?from=search&seid=5499298622459163473,2022-05-06,给我一个肉丸子,https://i0.hdslb.com/bfs/archive/e051bd0f46035cc907928e53872b23b272e8c636.jpg@400w_250h_1c.webp,1496
【金泰梨】偷吃番茄被逮到的泰梨(｡&gt;∀&lt;｡),https://www.bilibili.com/video/BV1r3411K76H?from=search&seid=5499298622459163473,2022-05-03,哈奔儿一个,https://i1.hdslb.com/bfs/archive/018248486a63474e08f7591763a7526f45d770a8.jpg@400w_250h_1c.webp,3935
“被 哥 哥 气 到 转 伞 伞 的 白 哥，我真的会笑死”|白易辰＆罗希度|南柱赫＆金泰梨,https://www.bilibili.com/video/BV1Ji4y1Q7N4?from=search&seid=5499298622459163473,2022-03-27,澜烟知己,https://i1.hdslb.com/bfs/archive/6937be457bf5439e2817f462104c934223c5308b.jpg@400w_250h_1c.webp,2.7万
金泰梨VLOG 这里是那里吗 DAY1和DAY2和DAY3 DAY4,https://www.bilibili.com/video/BV1L54y1Z7ra?from=search&seid=5499298622459163473,2022-05-13,脱力水涩,https://i2.hdslb.com/bfs/archive/6f9deeccb0669fbc894c833dd8a5896078f6c564.jpg@400w_250h_1c.webp,2.4万
救命，她哭我却全程笑疯了！【南赫柱×金泰梨】,https://www.bilibili.com/video/BV11S4y1F7Ea?from=search&seid=5499298622459163473,2022-02-23,猫枝阿思,https://i1.hdslb.com/bfs/archive/c4ae2f880b43bfd4a883cc3820278a5241710677.jpg@400w_250h_1c.webp,3.3万
拜托，她可是忠武路三金之一的金泰梨，不要被新剧造型误导了，其实是港风气质型美女！,https://www.bilibili.com/video/BV1WL4y177yH?from=search&seid=5499298622459163473,2022-03-23,千小摩,https://i1.hdslb.com/bfs/archive/b4e2d6e60cf267d59090bfd924ee248c00919e39.jpg@400w_250h_1c.webp,4324
金泰梨的一天,https://www.bilibili.com/video/BV1ZZ4y1b7ba?from=search&seid=5499298622459163473,2022-05-15,爱琳Irrintius,https://i0.hdslb.com/bfs/archive/b1d8fd2fc2afbc172531ab460366e0fdbc3a3d05.jpg@400w_250h_1c.webp,1.0万
【金泰梨】第53届及第54届百想 无字cut,https://www.bilibili.com/video/BV1sa411a7Nt?from=search&seid=5499298622459163473,2022-05-05,梨花殿-金泰梨园,https://i1.hdslb.com/bfs/archive/3ad1fc2d353a9d8c43d5dc79451ce80a29170468.jpg@400w_250h_1c.webp,8447
落魄少爷&元气少女‖终于有年上恋了，金泰梨和南柱赫好有cp感啊！◎二十五二十一,https://www.bilibili.com/video/BV1AP4y1w7bD?from=search&seid=5499298622459163473,2022-02-13,wlkqmno,https://i0.hdslb.com/bfs/archive/314b8af7950b5409dc7074b0e07924590305603d.jpg@400w_250h_1c.webp,22.1万
嗯…她一下就击中了我的这个…心巴 awsl 『金泰梨』,https://www.bilibili.com/video/BV1vS4y187t8?from=search&seid=5499298622459163473,2022-05-03,阿西你帮我取个名吧,https://i2.hdslb.com/bfs/archive/5965efeaf66ac1a585e8b0bd198e0d35ff790e29.jpg@400w_250h_1c.webp,1415
百想艺术大赏  二十五二十一   金泰梨   我们希度   身材真棒  好仙呀    就是这打光是为了省电吗,https://www.bilibili.com/video/BV1YF411j7i7?from=search&seid=5499298622459163473,2022-05-06,SUMMERcoolSUMMER,https://i1.hdslb.com/bfs/archive/7f3f63eddab7bbe1dfd6c84db2f50189f34224e2.jpg@400w_250h_1c.webp,2067
男主:千万不能让人发现我是憨憨的事实 噗【南柱赫&金泰梨】,https://www.bilibili.com/video/BV1om4y1d7oH?from=search&seid=5499298622459163473,2022-02-20,拿呐呐那那那,https://i0.hdslb.com/bfs/archive/dde8d88aad42251bf62146bce832fb7e2e09dbe8.jpg@400w_250h_1c.webp,4.7万
90年李俊昊90年金泰梨双料人气奖视帝视后   史无前例  该不会是有什么特别的缘分吧  dream一个合作  衣袖红镶边  二十五二十一  百想艺术大赏,https://www.bilibili.com/video/BV17S4y1h78j?from=search&seid=5499298622459163473,2022-05-06,SUMMERcoolSUMMER,https://i2.hdslb.com/bfs/archive/9283b39fbb473f5bb569a01fd00c7a504e39fcc5.jpg@400w_250h_1c.webp,7206
一次故意找茬后，她彻底迷恋上酷酷的女生#金泰梨,https://www.bilibili.com/video/BV1GS4y1F77a?from=search&seid=5499298622459163473,2022-02-13,阿尼安v,https://i0.hdslb.com/bfs/archive/48ebcdf760f3547c137541fffe1a73db589f09a4.jpg@400w_250h_1c.webp,2.8万
勇 敢 狗 狗 向 前 冲 ！‖金泰梨‖二十五二十一,https://www.bilibili.com/video/BV11a411C7rr?from=search&seid=5499298622459163473,2022-02-23,Suzyuuuuuu,https://i0.hdslb.com/bfs/archive/1423f1f47ba82cfed5095be5a881f9f1998dc7fb.jpg@400w_250h_1c.webp,1.6万
拍19禁出道老天爷却追著赏饭吃，挤下宋慧乔、孙艺珍，撬走宋仲基，32岁金泰梨再恋国民男友，究竟凭什么？#金泰梨#孙艺珍宋慧乔#二十五二十一#胜利号,https://www.bilibili.com/video/BV12F411E7fe?from=search&seid=5499298622459163473,2022-02-19,娱圈课代表,https://i1.hdslb.com/bfs/archive/7d10bb87ba928df6c59752f0a23dae640169ec64.jpg@400w_250h_1c.webp,1.7万
果然年上养成系最香！他看她的眼神 我都想问“就这么爱吗”｜【南柱赫×金泰梨｜二十五二十一】,https://www.bilibili.com/video/BV1QS4y1r7Yh?from=search&seid=5499298622459163473,2022-02-21,WENROU_D,https://i1.hdslb.com/bfs/archive/ed4126778a06dbcfc1b75220d04f0e75b7106e6f.jpg@400w_250h_1c.webp,1.9万
【金泰梨 | 官方中字搬运】《二十五二十一》主演们玩黑手党游戏,https://www.bilibili.com/video/BV1KR4y1V7wr?from=search&seid=5499298622459163473,2022-03-11,梨花殿-金泰梨园,https://i1.hdslb.com/bfs/archive/f2b5912b43c7d6ea021be396cdcde1ddbca6a61f.jpg@400w_250h_1c.webp,6.8万
二十五二十一【南柱赫金泰梨】12集初吻  TVN纯享版  泰梨太会亲了啊啊啊啊,https://www.bilibili.com/video/BV1Ti4y1k7Wc?from=search&seid=5499298622459163473,2022-03-20,关于我65,https://i2.hdslb.com/bfs/archive/aa08a540c93102d38636d7a02b2b6dea58c2e554.jpg@400w_250h_1c.webp,1.6万
【橘里橘气】这两个小祖宗饭都不会做…还一起洗澡了，哈哈哈‖金泰梨x苞娜cut18,https://www.bilibili.com/video/BV1tR4y1V7pA?from=search&seid=16663433117925915142,2022-03-14,不胜酒力贪杯者,https://i1.hdslb.com/bfs/archive/1c352ff3f28ad5203d3fcd8d130ce4e3cd54a54b.jpg@400w_250h_1c.webp,9437
#南柱赫 #金泰梨  关于男朋友离开半年，#朴信惠老公突然成为了男朋友的情敌这件事，就连看日记的女儿都震惊，哈哈哈,https://www.bilibili.com/video/BV1EU4y1f7Ku?from=search&seid=16663433117925915142,2022-02-28,艾弗布能,https://i0.hdslb.com/bfs/archive/dfaebb4f82e5b9f2bff7345af61d62afb196f744.jpg@400w_250h_1c.webp,3.1万
园 游 会|因为是你 所以有所期待|二十五 二十一|金泰梨南柱赫,https://www.bilibili.com/video/BV1SL4y1u7F6?from=search&seid=16663433117925915142,2022-03-13,兔牙虎牙,https://i0.hdslb.com/bfs/archive/16f77768861b4ce6682cef05ef471b6e04f281a3.png@400w_250h_1c.webp,5515
“白易辰你是不是有一点好哄”“罗希度不费吹灰之力哄好白易辰”[南柱赫×金泰梨][罗希度×白易辰][二十五二十一],https://www.bilibili.com/video/BV1EL4y1M766?from=search&seid=16663433117925915142,2022-03-20,bili_73632734073,https://i0.hdslb.com/bfs/archive/02e16ad34eae3d1a64b8cc41990d497a7aa6d929.jpg@400w_250h_1c.webp,1.1万
金泰梨 金敏喜 《小姐》采访合集,https://www.bilibili.com/video/BV1Cs411h7hP?from=search&seid=16663433117925915142,2017-01-16,June之,https://i2.hdslb.com/bfs/archive/ddc6065404283f2733faca150799f997dec55dc9.jpg@400w_250h_1c.webp,4.6万
“想起你用唇语说爱情…”⌾南柱赫x金泰梨·阴霾中唯一的星,https://www.bilibili.com/video/BV15b4y1W7oe?from=search&seid=16663433117925915142,2022-03-07,迟早与趁早,https://i2.hdslb.com/bfs/archive/39da22c187a8793059c928a627095c2f3d6f0527.jpg@400w_250h_1c.webp,6983
怎么就这么想要和你谈一场恋爱【金泰梨x金知妍】【橘里橘气】,https://www.bilibili.com/video/BV1uY411J7pb?from=search&seid=16663433117925915142,2022-03-28,TOMO懒,https://i2.hdslb.com/bfs/archive/b591a4e5fcce6e0f30b55ab460d4828ae2338f11.jpg@400w_250h_1c.webp,2.8万
二十五二十一【南柱赫金泰梨】13集吻戏纯享版，易辰哥哥终于主动亲了 还是两次啊啊啊啊啊,https://www.bilibili.com/video/BV1Ra411t7uK?from=search&seid=16663433117925915142,2022-03-26,关于我65,https://i1.hdslb.com/bfs/archive/798d2a7df433995f7f64ae90bafffc9630c45f13.jpg@400w_250h_1c.webp,6983
【金泰梨VLOG】那里就是这里吗 DAY1 | 出发和欧尼一起玩吧~,https://www.bilibili.com/video/BV1R3411G7ZK?from=search&seid=16663433117925915142,2022-05-23,韩剧TV官方,https://i2.hdslb.com/bfs/archive/4fedf5e9daa1fc928d0d13b4b70d16d61872081d.jpg@400w_250h_1c.webp,1368
《小姐》Korea Showbiz访谈 金敏喜＋金泰梨cut 自制中字,https://www.bilibili.com/video/BV1qs411C7rX?from=search&seid=16663433117925915142,2016-08-05,我叫狂奔,https://i1.hdslb.com/bfs/archive/3525d7fcedf9ec18acae2faaf18509edd0aca8c4.jpg@400w_250h_1c.webp,20.1万
百想中文【南柱赫x金泰梨】二十五二十一百想荧幕出现cut,https://www.bilibili.com/video/BV1Sv4y1P7ZN?from=search&seid=16663433117925915142,2022-05-08,给我一个肉丸子,https://i2.hdslb.com/bfs/archive/69c07b6666d84d86079e6384c80d86d74ae7f9c6.jpg@400w_250h_1c.webp,1565
“我害怕喜欢的女孩子，不喜欢我” “那我们两个在一起的时候，就偷偷幸福一会吧” #南柱赫 #金泰梨,https://www.bilibili.com/video/BV1RP4y1w7Qy?from=search&seid=16663433117925915142,2022-02-14,阿尼安v,https://i2.hdslb.com/bfs/archive/8aad81dc40300f0df133e88a62fbb8bc8f4c806f.jpg@400w_250h_1c.webp,5.9万
1500人中被选中出演19禁，挤下孙艺珍、宋慧乔！金泰梨从广告女郎蜕变成一线女演员！,https://www.bilibili.com/video/BV1w5411Z7hk?from=search&seid=16663433117925915142,2022-02-14,大咖Studio,https://i2.hdslb.com/bfs/archive/ca7085a3fccb178169ea3fbb5747499676b750b6.jpg@400w_250h_1c.webp,20.5万
停止搞笑行为哈哈哈好好谈恋爱！干了这碗断t饭【南柱赫x金泰梨】【二十五二十一】,https://www.bilibili.com/video/BV1VS4y1K7gz?from=search&seid=16663433117925915142,2022-04-02,四耶知秋,https://i2.hdslb.com/bfs/archive/fbde8f720f7cbf2fee0354d4ec3f20d6f7475e3e.jpg@400w_250h_1c.webp,2.1万
每一刻都在心动的姬剑【金泰梨x金知妍】【橘里橘气】,https://www.bilibili.com/video/BV1Ki4y117EA?from=search&seid=16663433117925915142,2022-03-01,TOMO懒,https://i2.hdslb.com/bfs/archive/612c339748b81ce45ae387ac8cf4b8fb6622f155.jpg@400w_250h_1c.webp,3.7万
“你见到我不开心吗”白易辰你惨了♡你坠入爱河了|南柱赫×金泰梨,https://www.bilibili.com/video/BV1NS4y1F7Pq?from=search&seid=16663433117925915142,2022-02-21,澜烟知己,https://i1.hdslb.com/bfs/archive/1989c8003b4c4f2b055699271249de555dca6577.jpg@400w_250h_1c.webp,2.3万
【二十五 二十一】全网最暖甜罗希度白易辰剪辑 致我的思春期《爱原本就是这样吗 我对你就是这样》金泰梨南柱赫韩剧男主女主cp混剪 二十五二十一结局,https://www.bilibili.com/video/BV1WP4y1T7fj?from=search&seid=16663433117925915142,2022-03-25,苏拉威西与,https://i0.hdslb.com/bfs/archive/6efc3cb2537636969355e6d987db8efba4c27c0d.jpg@400w_250h_1c.webp,4828
二十五二十一结局暴虐！南柱赫崩溃片场哭到抬不起头，金泰梨嫁人生女成遗憾，唯独他笑到了最后#二十五二十一#二十五二十一结局#南柱赫#金泰梨,https://www.bilibili.com/video/BV1nS4y1K7FQ?from=search&seid=16663433117925915142,2022-04-02,娱圈课代表,https://i0.hdslb.com/bfs/archive/1c7ad32d4bf7bc7dc4050263ff486afe76d62cc5.jpg@400w_250h_1c.webp,2.3万
#金泰梨 可恨之人也有可怜之处！女主看到了女二的发泄方式，也开始担心她是在怎样地狱般的生活！ #苞娜,https://www.bilibili.com/video/BV16b4y1W7Yf?from=search&seid=16663433117925915142,2022-03-07,i克斯弗,https://i2.hdslb.com/bfs/archive/1c196421ef9588799ec9a1f881f0f68e6ef2fb08.jpg@400w_250h_1c.webp,2.5万
【阳光先生丨金泰梨】大结局：女主的归宿,https://www.bilibili.com/video/BV1HW411m7Da?from=search&seid=16663433117925915142,2018-10-01,睡神小呆,https://i0.hdslb.com/bfs/archive/610e25726ce8a392a1daff50f97a55d317d38a15.jpg@400w_250h_1c.webp,3.9万
【罗希度×高宥琳 】真·灵魂伴侣 追梦向 误解向 破镜重圆 顶峰相见 | 金泰梨×金知妍,https://www.bilibili.com/video/BV1B5411U7PT?from=search&seid=7110966005938887854,2022-04-10,S画廊Crystal,https://i1.hdslb.com/bfs/archive/97d13a75416372417e46d164bfaadfcebc070ccd.jpg@400w_250h_1c.webp,2935
来体验分手的窒息吧 度秒如年【南柱赫×金泰梨 二十五二十一】,https://www.bilibili.com/video/BV1744y1P7os?from=search&seid=7110966005938887854,2022-04-03,全网最花心女孩,https://i1.hdslb.com/bfs/archive/7c64cf2d471dd68ad6310cf935161947154f769d.jpg@400w_250h_1c.webp,5694
【2521可爱向】｜be了 •᷄ࡇ•᷅  姐 妹 们 进 来 缓 缓｜南柱赫 ＆ 金泰梨,https://www.bilibili.com/video/BV1HP4y1M7UH?from=search&seid=7110966005938887854,2022-03-30,AleXu_,https://i0.hdslb.com/bfs/archive/6753889d5d655a7952ab5be3f811da93e37342db.jpg@400w_250h_1c.webp,5343
女主:我失恋了，但我没想到我的soulmate还是你【金泰梨&金知妍】【女主&女二】,https://www.bilibili.com/video/BV1Z44y1J7ww?from=search&seid=7110966005938887854,2022-02-20,拿呐呐那那那,https://i1.hdslb.com/bfs/archive/d72254607d48c7e1f5475895933a973d70c5c5f1.jpg@400w_250h_1c.webp,9.5万
“我要得到你！”狼女台词有！【南柱赫×金泰梨 二十五二十一】,https://www.bilibili.com/video/BV1cS4y1r7FN?from=search&seid=7110966005938887854,2022-03-06,全网最花心女孩,https://i0.hdslb.com/bfs/archive/45a33d74d1df3606001051ac57f9eb88a8550896.jpg@400w_250h_1c.webp,1.1万
拿了拿了！！！人气➕视后！！梨姐一出手就知有没有！YYDS！！！ ,https://www.bilibili.com/video/BV1oU4y1U7Y1?from=search&seid=7110966005938887854,2022-05-06,野16,https://i2.hdslb.com/bfs/archive/e0e9e0571d46e1f48c5f6ca7f0f7bace913b249c.jpg@400w_250h_1c.webp,3664
笑死！！打工人白易辰有够卑微的，一边是老婆一边是上司➕未来岳母｜南柱赫✘金泰梨,https://www.bilibili.com/video/BV1RT4y1e7cJ?from=search&seid=7110966005938887854,2022-04-02,别打扰我l,https://i0.hdslb.com/bfs/archive/e345c613abdd2b1dfc5c59c0ab735cdb837c9cce.jpg@400w_250h_1c.webp,9890
男主:我还以为你要带我见家长【崔泰俊&金泰梨&南柱赫】新人物登场好出戏呀哈哈像在搞笑,https://www.bilibili.com/video/BV1ta411h7mD?from=search&seid=7110966005938887854,2022-02-28,105度降至冰点,https://i0.hdslb.com/bfs/archive/1edff9bdc005d7f4ade95395378a27849b80cecf.png@400w_250h_1c.webp,8425
二十五二十一  易辰看了希度的日记本   生命之中已经没有你  南柱赫 金泰梨,https://www.bilibili.com/video/BV1B3411n7ML?from=search&seid=7110966005938887854,2022-04-14,HXN古月,https://i0.hdslb.com/bfs/archive/118ac98be3e7aa96b2d62f3893081e7714b336c3.jpg@400w_250h_1c.webp,3552
金泰梨对男人和女人的态度有多双标《阿瑟请坐》,https://www.bilibili.com/video/BV1G44y1g7cw?from=search&seid=7110966005938887854,2022-05-09,只想暴富啊啊啊,https://i0.hdslb.com/bfs/archive/9c36bb29c365749f6ee360f0af2f2954457eceb5.jpg@400w_250h_1c.webp,2.6万
卧槽！怎么会有人觉得她的颜值配不上男主啊！没有刘海美爆了好吗！,https://www.bilibili.com/video/BV1Ju411X7V9?from=search&seid=7110966005938887854,2022-02-22,_咬一口水蜜桃,https://i1.hdslb.com/bfs/archive/c196b365068d9ebdc5b9a82d7a888c16124d5016.jpg@400w_250h_1c.webp,28.1万
【金泰梨/金泰璃】161007 釜日电影奖 新人女演员：金泰梨 授奖,https://www.bilibili.com/video/BV1cs411475P?from=search&seid=7110966005938887854,2016-10-07,Taeri0424,https://i1.hdslb.com/bfs/archive/a983ab20932d1335f7b99aca18414397c45dcd80.jpg@400w_250h_1c.webp,3.8万
首位90后女演员同时获得人气奖和百想视后！【金泰梨】,https://www.bilibili.com/video/BV1sr4y187Mt?from=search&seid=7110966005938887854,2022-05-07,哈奔儿一个,https://i2.hdslb.com/bfs/archive/916f7b3ba4ef56c23f0a026749661817c3913887.jpg@400w_250h_1c.webp,1713
【橘里橘气】金泰梨x苞娜大结局cut‖她手捧鲜花，出席她一生中最重要的场合。,https://www.bilibili.com/video/BV1HT4y1v7mX?from=search&seid=7110966005938887854,2022-04-03,不胜酒力贪杯者,https://i0.hdslb.com/bfs/archive/25655dd95681a740365f045ad775fe135c3cf2dd.jpg@400w_250h_1c.webp,9433
【金泰梨 | 两站联合中字】《二十五二十一》剧组网飞关键词金钟游戏,https://www.bilibili.com/video/BV1vr4y1r7y5?from=search&seid=7110966005938887854,2022-02-22,梨花殿-金泰梨园,https://i2.hdslb.com/bfs/archive/c2b852fe0bee4c5f1bbace6898b481fcf72defdf.jpg@400w_250h_1c.webp,5.8万
不一定斩男 但一定斩女 （我不允许任何人还不知道金泰梨有六块腹肌！） | 橘里橘气 色气向~,https://www.bilibili.com/video/BV1qR4y1N7oR?from=search&seid=7110966005938887854,2022-04-19,阿西你帮我取个名吧,https://i0.hdslb.com/bfs/archive/d3c7808447d0a0b89fe92d1ccbb50e5916a502f4.jpg@400w_250h_1c.webp,9.7万
【二十五二十一】be大结局/太意难平了，女主嫁的人不是男主|南柱赫&金泰梨,https://www.bilibili.com/video/BV1nY4y1W7e2?from=search&seid=7110966005938887854,2022-04-04,相遇千年前,https://i1.hdslb.com/bfs/archive/801b5fb22ac9f8d6184ae734e5c1303a36c304ae.jpg@400w_250h_1c.webp,9254
【金泰梨】《二十五二十一》两版复古片头（清凉版/心动版）,https://www.bilibili.com/video/BV1S44y1H7T1?from=search&seid=7110966005938887854,2022-02-10,梨花殿-金泰梨园,https://i1.hdslb.com/bfs/archive/5d9e654e049246798e496a49ae306676d1a52638.jpg@400w_250h_1c.webp,1.8万
[第58届百想艺术大赏]人气奖♡金泰梨★二十五二十一,https://www.bilibili.com/video/BV1wY4y1C7Lk?from=search&seid=7110966005938887854,2022-05-06,贝壳攒够一百就蟹蟹,https://i2.hdslb.com/bfs/archive/f5b230a5ed7fcc662de15476fb3c7e4270b01cb1.jpg@400w_250h_1c.webp,5357
二十五，二十一 | Ep.13-14 花絮 金泰梨|南柱赫|苞娜|崔显旭|李周明|tvN|韩剧|Netflix|网飞,https://www.bilibili.com/video/BV1uP4y1M7nH?from=search&seid=7110966005938887854,2022-03-29,可宇可宙,https://i0.hdslb.com/bfs/archive/389f19e2233ae3170b8c86f303a82de101f9a50a.jpg@400w_250h_1c.webp,9546
花絮真的看一次笑一次的程度哈哈哈【南柱赫x金泰梨】,https://www.bilibili.com/video/BV1T94y1Z7Et?from=search&seid=12005820628346147187,2022-04-06,四耶知秋,https://i1.hdslb.com/bfs/archive/c0ecaccb09bc659d93f2c1e6edbff62294ce112a.jpg@400w_250h_1c.webp,5786
金泰梨穿的礼服，被网友扒出疑似是仿款，而原版也只是过季成衣。这咖位不至于吧...,https://www.bilibili.com/video/BV1B54y1f7qz?from=search&seid=12005820628346147187,2022-05-07,娱乐日爆社v,https://i2.hdslb.com/bfs/archive/96ded7a02de417f7611225e5e4bfacd90f7fff64.jpg@400w_250h_1c.webp,1.2万
拿了男主剧本的女主跟女二太好磕了，有人没磕过我会很伤心的OK？【金泰梨x苞娜】金知妍，高宥琳x罗希度【二十五二十一】,https://www.bilibili.com/video/BV1wT4y1e7sz?from=search&seid=12005820628346147187,2022-04-15,Crackerll,https://i1.hdslb.com/bfs/archive/5acb6d829aa495ffc0eb7378480ebad96ff80722.jpg@400w_250h_1c.webp,9.3万
◎橘里橘气｜韩剧二十五二十一｜这 是 什 么 男 女 主 剧 情 啊 ｜ 金泰梨X金知妍｜罗希度X高宥琳｜女 二 多 多 少 少 拿 了 男 主 剧 本,https://www.bilibili.com/video/BV1CR4y1L7xJ?from=search&seid=12005820628346147187,2022-02-22,了不起的儿儿,https://i1.hdslb.com/bfs/archive/ba1243ac45dce86ea0e675221ca2f567e71111cc.jpg@400w_250h_1c.webp,6536
【二十五二十一】幸好这对cp是大写的HE！果然女孩子间的感情最香甜可口～金泰梨X苞娜,https://www.bilibili.com/video/BV1W5411D73k?from=search&seid=12005820628346147187,2022-04-04,711剧评,https://i2.hdslb.com/bfs/archive/22fc301443e0f5d2f832ef7aa8575c7052f6a598.jpg@400w_250h_1c.webp,2.2万
小可爱 金泰梨 真是可爱死了～,https://www.bilibili.com/video/BV1L3411N7VG?from=search&seid=12005820628346147187,2022-05-11,梨的狸子,https://i0.hdslb.com/bfs/archive/f20377180e4e1f9faa77e95cf9266f5df1ca95bf.jpg@400w_250h_1c.webp,1860
金泰梨崩溃痛哭真相找到了！亲妈下场催婚理由让人不敢信，母女对话可爱一秒入戏，宋仲基人都看傻了#二十五二十一#金泰梨#南柱赫#宋仲基#胜利号,https://www.bilibili.com/video/BV18Y4y1B7HS?from=search&seid=12005820628346147187,2022-05-25,娱圈课代表,https://i1.hdslb.com/bfs/archive/efd1a95f502099cc693f93714d39fbb35a26eabc.jpg@400w_250h_1c.webp,318
《画风相当鬼畜 慎入…哈哈哈哈嗝》 | 百想视后~金泰梨,https://www.bilibili.com/video/BV1DB4y1C7cK?from=search&seid=12005820628346147187,2022-05-09,阿西你帮我取个名吧,https://i1.hdslb.com/bfs/archive/7bf138f372fb5dda15dd087689295daf75ffbb4a.jpg@400w_250h_1c.webp,4107
与偶像合作的最高境界，金泰梨and金敏喜 --《小姐》,https://www.bilibili.com/video/BV1uL4y177pn?from=search&seid=12005820628346147187,2022-03-23,luvore,https://i1.hdslb.com/bfs/archive/39455b94025cd70dadff1f6bdaf6cb68b1c98ba9.jpg@400w_250h_1c.webp,5624
#南柱赫 ：关于养成系女友突然反扑 她说要拥有我哎这怎么受得了#金泰梨,https://www.bilibili.com/video/BV1rU4y1f7qD?from=search&seid=12005820628346147187,2022-03-07,i克斯弗,https://i2.hdslb.com/bfs/archive/475d2687c773cf0cc47dcb53ae7e78748cb15d0d.jpg@400w_250h_1c.webp,1.2万
